row_id,tomo_id,Motor axis 0,Motor axis 1,Motor axis 2,Array shape (axis 0),Array shape (axis 1),Array shape (axis 2),Voxel spacing,Number of motors,fold
409,tomo_91beab,-1.0,-1.0,-1.0,500,924,956,19.7,0,4
410,tomo_91c84c,126.0,462.0,638.0,300,960,928,15.6,1,3
411,tomo_935ae0,133.0,578.0,123.0,300,960,928,13.1,1,2
412,tomo_935f8a,-1.0,-1.0,-1.0,300,960,928,16.8,0,0
413,tomo_93c0b4,43.0,683.0,320.0,300,960,928,13.1,1,0
414,tomo_94a841,-1.0,-1.0,-1.0,300,960,928,15.6,0,4
415,tomo_94c173,59.0,541.0,369.0,300,960,928,13.1,1,2
416,tomo_957567,-1.0,-1.0,-1.0,300,960,928,13.1,0,3
417,tomo_95c0eb,-1.0,-1.0,-1.0,800,927,959,13.1,0,2
418,tomo_95e699,150.0,344.0,439.0,300,960,928,13.1,1,1
419,tomo_9674bf,90.0,601.0,156.0,300,960,928,13.1,1,2
420,tomo_971966,-1.0,-1.0,-1.0,500,924,956,16.1,0,0
421,tomo_9722d1,286.0,80.0,642.0,500,924,956,19.7,2,3
423,tomo_974fd4,-1.0,-1.0,-1.0,300,928,928,16.8,0,4
424,tomo_975287,-1.0,-1.0,-1.0,500,924,956,19.7,0,2
425,tomo_97876d,-1.0,-1.0,-1.0,800,928,960,13.1,0,3
426,tomo_97a2c6,158.0,404.0,182.0,300,959,928,15.6,1,2
427,tomo_983fce,-1.0,-1.0,-1.0,500,928,960,13.1,0,0
428,tomo_98686a,226.0,586.0,545.0,300,960,928,13.1,1,1
429,tomo_98d455,173.0,799.0,162.0,300,959,928,15.6,1,4
430,tomo_997240,179.0,489.0,869.0,500,924,956,19.7,2,1
432,tomo_997437,123.0,754.0,764.0,300,959,928,15.6,1,4
433,tomo_9986f0,208.0,556.0,376.0,300,960,928,13.1,1,0
434,tomo_9997b3,237.0,491.0,442.0,300,960,928,15.6,1,4
435,tomo_99a3ce,81.0,574.0,665.0,300,960,928,13.1,1,4
436,tomo_9a7701,166.0,258.0,87.0,500,924,956,19.7,6,2
442,tomo_9ae65f,-1.0,-1.0,-1.0,500,924,956,19.7,0,4
443,tomo_9aee96,-1.0,-1.0,-1.0,800,928,960,13.1,0,1
444,tomo_9c0253,209.0,408.0,821.0,300,960,928,13.1,1,0
445,tomo_9cd09e,124.0,817.0,772.0,300,960,928,13.1,1,4
446,tomo_9cde9d,-1.0,-1.0,-1.0,600,928,928,19.3,0,4
447,tomo_9d3a0e,157.0,787.0,355.0,300,960,928,13.1,1,3
448,tomo_9dbc12,-1.0,-1.0,-1.0,500,924,956,16.1,0,3
449,tomo_9ed470,160.0,270.0,665.0,300,959,928,15.6,1,1
450,tomo_9f1828,113.0,219.0,665.0,300,959,928,15.6,1,0
451,tomo_9f222a,141.0,302.0,522.0,300,960,928,16.8,1,1
452,tomo_9f424e,-1.0,-1.0,-1.0,800,928,928,19.3,0,1
453,tomo_9f918e,-1.0,-1.0,-1.0,800,928,960,16.1,0,0
454,tomo_9fc2b6,128.0,728.0,570.0,300,960,928,13.1,1,1
455,tomo_a020d7,202.0,438.0,320.0,300,928,928,13.1,1,1
456,tomo_a0cb00,88.0,529.0,700.0,300,960,928,13.1,1,0
457,tomo_a1a9a3,78.0,590.0,125.0,300,960,928,15.6,1,0
458,tomo_a2a928,-1.0,-1.0,-1.0,300,960,928,16.8,0,1
459,tomo_a2bf30,152.0,260.0,464.0,300,960,928,16.8,1,1
460,tomo_a37a5c,161.0,748.0,709.0,300,959,928,15.6,1,3
461,tomo_a3ed10,-1.0,-1.0,-1.0,800,928,960,13.1,0,2
462,tomo_a46b26,175.0,492.0,658.0,300,960,928,15.6,1,1
463,tomo_a4c52f,94.0,421.0,402.0,300,960,928,15.6,1,1
464,tomo_a4f419,-1.0,-1.0,-1.0,800,928,960,16.1,0,3
465,tomo_a537dd,49.0,512.0,373.0,300,960,928,15.6,1,1
466,tomo_a549d6,170.0,355.0,735.0,300,960,928,13.1,2,4
468,tomo_a5ac23,171.0,438.0,138.0,300,959,928,15.6,2,0
470,tomo_a6646f,-1.0,-1.0,-1.0,800,928,960,13.1,0,3
471,tomo_a67e9f,277.0,158.0,774.0,500,924,956,19.7,1,0
472,tomo_a72a52,-1.0,-1.0,-1.0,800,928,960,13.1,0,3
473,tomo_a75c98,107.0,456.0,346.0,300,960,928,13.1,1,1
474,tomo_a8073d,387.0,59.0,188.0,500,928,960,13.1,3,2
477,tomo_a81e01,162.0,278.0,70.0,300,959,928,15.6,1,3
478,tomo_a84050,80.0,771.0,150.0,300,928,928,13.1,2,1
480,tomo_a8bf76,143.0,335.0,383.0,300,960,928,13.1,1,2
481,tomo_a910fe,78.0,377.0,326.0,300,960,928,13.1,1,3
482,tomo_a9d067,250.0,657.0,564.0,500,924,956,19.7,3,4
485,tomo_aaa1fd,-1.0,-1.0,-1.0,300,960,928,15.6,0,0
486,tomo_ab30af,-1.0,-1.0,-1.0,500,1024,1440,13.3,0,4
487,tomo_ab78d0,-1.0,-1.0,-1.0,800,928,960,13.1,0,4
488,tomo_ab804d,-1.0,-1.0,-1.0,800,928,960,13.1,0,0
489,tomo_abac2e,155.0,535.0,96.0,300,959,928,15.6,1,0
490,tomo_abb45a,156.0,748.0,688.0,300,960,928,13.1,1,3
491,tomo_abbd3b,-1.0,-1.0,-1.0,800,928,928,19.3,0,3
492,tomo_ac4f0d,-1.0,-1.0,-1.0,800,928,960,16.1,0,0
493,tomo_ac9fef,-1.0,-1.0,-1.0,500,924,956,19.7,0,2
494,tomo_acadd7,60.0,488.0,759.0,300,960,928,15.6,1,1
495,tomo_adc026,157.0,432.0,776.0,300,959,928,15.6,1,1
496,tomo_ae347a,180.0,775.0,596.0,500,924,956,19.7,2,4
498,tomo_aeaf51,-1.0,-1.0,-1.0,500,1024,1440,13.3,0,0
499,tomo_aec312,239.0,542.0,381.0,500,924,956,19.7,2,4
501,tomo_aff073,-1.0,-1.0,-1.0,500,924,956,16.1,0,3
502,tomo_b03f81,116.0,439.0,767.0,300,960,928,13.1,1,1
503,tomo_b0ded6,267.0,343.0,834.0,500,924,956,19.7,2,1
505,tomo_b0e5c6,133.0,593.0,861.0,300,928,928,15.6,1,1
506,tomo_b10aa4,-1.0,-1.0,-1.0,300,960,928,15.6,0,2
507,tomo_b11ddc,-1.0,-1.0,-1.0,300,960,928,19.2,0,3
508,tomo_b18127,-1.0,-1.0,-1.0,500,924,956,19.7,0,4
509,tomo_b24f1a,-1.0,-1.0,-1.0,300,960,928,15.6,0,2
510,tomo_b28579,-1.0,-1.0,-1.0,800,927,959,13.1,0,1
511,tomo_b2b342,-1.0,-1.0,-1.0,300,960,928,15.6,0,2
512,tomo_b2eb0c,-1.0,-1.0,-1.0,500,1024,1440,13.3,0,2
513,tomo_b2ebbc,107.0,461.0,234.0,300,960,928,13.1,1,0
514,tomo_b33d4e,434.0,237.0,734.0,500,928,960,13.1,2,2
516,tomo_b4a1f0,208.0,723.0,402.0,500,924,956,19.7,4,1
520,tomo_b4d92b,96.0,625.0,647.0,300,960,928,13.1,1,0
521,tomo_b4d9da,-1.0,-1.0,-1.0,800,928,960,13.1,0,4
522,tomo_b50c0f,143.0,710.0,779.0,300,928,928,15.6,1,1
523,tomo_b54396,40.0,630.0,335.0,300,960,928,13.1,1,0
524,tomo_b7becf,-1.0,-1.0,-1.0,800,927,959,13.1,0,4
525,tomo_b7d014,176.0,381.0,274.0,500,928,960,13.1,2,0
527,tomo_b7d94c,105.0,747.0,659.0,300,960,928,13.1,1,4
528,tomo_b80310,123.0,429.0,296.0,300,928,928,13.1,1,1
529,tomo_b8595d,-1.0,-1.0,-1.0,300,928,928,16.8,0,1
530,tomo_b87c8e,-1.0,-1.0,-1.0,300,960,928,13.1,0,4
531,tomo_b8f096,142.0,596.0,584.0,300,960,928,13.1,1,4
532,tomo_b9088c,-1.0,-1.0,-1.0,300,960,928,15.6,0,1
533,tomo_b93a2d,-1.0,-1.0,-1.0,300,960,928,16.8,0,0
534,tomo_b98cf6,-1.0,-1.0,-1.0,800,928,960,13.1,0,3
535,tomo_b9de3e,-1.0,-1.0,-1.0,500,1024,1440,13.3,0,2
536,tomo_b9eb9a,-1.0,-1.0,-1.0,300,960,928,15.6,0,0
537,tomo_ba37ec,149.0,601.0,365.0,300,960,928,15.6,1,4
538,tomo_ba76d8,-1.0,-1.0,-1.0,800,928,928,19.3,0,2
539,tomo_ba9b3d,139.0,856.0,343.0,300,959,928,15.6,1,2
540,tomo_bad724,-1.0,-1.0,-1.0,800,928,960,13.1,0,4
541,tomo_bad7b3,194.0,383.0,682.0,300,959,928,15.6,2,4
543,tomo_bb5ac1,-1.0,-1.0,-1.0,300,960,928,16.8,0,2
544,tomo_bb9df3,244.0,619.0,380.0,300,960,928,15.6,1,2
545,tomo_bbe766,195.0,855.0,288.0,300,959,928,15.6,1,1
546,tomo_bc143f,-1.0,-1.0,-1.0,500,924,956,19.7,0,0
547,tomo_bcb115,-1.0,-1.0,-1.0,300,960,928,16.8,0,4
548,tomo_bd42fa,-1.0,-1.0,-1.0,500,928,960,13.1,0,4
549,tomo_bdc097,-1.0,-1.0,-1.0,300,960,928,16.8,0,1
550,tomo_bdd3a0,141.0,814.0,590.0,300,959,928,15.6,1,2
551,tomo_bde7f3,235.0,542.0,283.0,300,960,928,13.1,1,0
552,tomo_be4a3a,111.0,602.0,896.0,300,959,928,15.6,1,2
553,tomo_be9b98,-1.0,-1.0,-1.0,800,928,960,13.1,0,0
554,tomo_bebadf,143.0,360.0,410.0,300,960,928,13.1,1,2
555,tomo_bede89,157.0,597.0,661.0,300,960,928,13.1,1,4
556,tomo_bf1398,235.0,583.0,185.0,500,924,956,19.7,2,2
558,tomo_bfd5ea,-1.0,-1.0,-1.0,500,924,956,16.1,0,3
559,tomo_bfdf19,-1.0,-1.0,-1.0,300,960,928,15.6,0,4
560,tomo_c00ab5,104.0,529.0,464.0,300,960,928,13.1,1,1
561,tomo_c10f64,-1.0,-1.0,-1.0,300,960,928,19.2,0,3
562,tomo_c11e12,171.0,687.0,620.0,300,959,928,15.6,1,1
563,tomo_c13fbf,-1.0,-1.0,-1.0,500,924,956,19.7,0,0
564,tomo_c3619a,-1.0,-1.0,-1.0,300,928,928,16.8,0,0
565,tomo_c36b4b,-1.0,-1.0,-1.0,300,960,928,16.8,0,1
566,tomo_c36baf,92.0,406.0,660.0,300,960,928,13.1,1,1
567,tomo_c38e83,-1.0,-1.0,-1.0,500,928,960,13.1,0,4
568,tomo_c46d3c,202.0,528.0,592.0,300,960,928,13.1,1,4
569,tomo_c4a4bb,204.0,616.0,471.0,300,960,928,13.1,1,0
570,tomo_c4bfe2,-1.0,-1.0,-1.0,800,928,960,13.1,0,4
571,tomo_c4db00,-1.0,-1.0,-1.0,300,960,928,13.1,0,3
572,tomo_c596be,-1.0,-1.0,-1.0,800,928,960,13.1,0,2
573,tomo_c649f8,146.0,798.0,635.0,300,960,928,13.1,1,2
574,tomo_c678d9,142.0,271.0,420.0,300,928,928,16.8,1,0
575,tomo_c6f50a,-1.0,-1.0,-1.0,300,960,928,16.8,0,0
576,tomo_c77de0,-1.0,-1.0,-1.0,494,1912,1847,6.5,0,2
577,tomo_c7a40f,-1.0,-1.0,-1.0,500,1024,1440,13.3,0,3
578,tomo_c7b008,83.0,484.0,854.0,300,960,928,15.6,1,0
579,tomo_c84b46,-1.0,-1.0,-1.0,300,960,928,16.8,0,3
580,tomo_c84b8e,147.0,317.0,681.0,300,960,928,13.1,2,0
581,tomo_c8f3ce,135.0,173.0,214.0,300,928,928,15.6,1,3
582,tomo_c925ee,-1.0,-1.0,-1.0,800,927,959,13.1,0,0
583,tomo_c9d07c,-1.0,-1.0,-1.0,500,924,956,16.1,0,1
584,tomo_ca1d13,364.0,72.0,688.0,500,928,960,13.1,1,2
585,tomo_ca472a,-1.0,-1.0,-1.0,800,928,960,13.1,0,0
586,tomo_ca8be0,-1.0,-1.0,-1.0,500,928,928,19.3,0,2
587,tomo_cabaa0,-1.0,-1.0,-1.0,500,924,956,19.7,0,0
588,tomo_cacb75,240.0,153.0,507.0,300,960,928,15.6,1,0
589,tomo_cad74b,388.0,838.0,639.0,500,928,960,13.1,3,4
592,tomo_cae587,-1.0,-1.0,-1.0,300,960,928,15.6,0,4
593,tomo_cb5ec6,-1.0,-1.0,-1.0,800,928,960,16.1,0,1
594,tomo_cc2b5c,118.0,443.0,477.0,300,960,928,16.8,1,3
595,tomo_cc3fc4,199.0,389.0,218.0,300,960,928,13.1,1,1
596,tomo_cc65a9,136.0,266.0,486.0,300,960,928,15.6,1,3
597,tomo_cd1a7c,162.0,487.0,703.0,300,960,928,16.8,1,2
598,tomo_cf0875,41.0,560.0,664.0,300,960,928,13.1,1,1
599,tomo_cf53d0,235.0,393.0,316.0,300,928,928,13.1,1,2
600,tomo_cf5bfc,-1.0,-1.0,-1.0,800,928,960,13.1,0,0
601,tomo_cff77a,242.0,490.0,536.0,300,960,928,15.6,1,3
602,tomo_d0699e,-1.0,-1.0,-1.0,300,960,928,16.8,0,2
603,tomo_d0aa3b,164.0,625.0,792.0,300,928,928,15.6,1,1
604,tomo_d0c025,158.0,570.0,719.0,300,960,928,13.1,1,4
605,tomo_d0d9b6,-1.0,-1.0,-1.0,800,927,959,13.1,0,1
606,tomo_d21396,116.0,218.0,382.0,300,959,928,15.6,1,2
607,tomo_d23087,88.0,475.0,357.0,300,960,928,13.1,1,0
608,tomo_d2339b,105.0,626.0,532.0,300,960,928,13.1,1,0
609,tomo_d26fcb,118.0,305.0,573.0,300,960,928,13.1,1,3
610,tomo_d2b1bc,95.0,535.0,192.0,300,960,928,13.1,1,3
611,tomo_d31c96,-1.0,-1.0,-1.0,800,928,960,13.1,0,3
612,tomo_d396b5,164.0,518.0,115.0,300,960,928,15.6,1,0
613,tomo_d3bef7,128.0,657.0,645.0,300,960,928,13.1,1,4
614,tomo_d5465a,-1.0,-1.0,-1.0,800,928,960,13.1,0,0
615,tomo_d56709,168.0,480.0,875.0,500,924,956,19.7,2,3
617,tomo_d5aa20,-1.0,-1.0,-1.0,800,928,960,16.1,0,4
618,tomo_d634b7,123.0,559.0,382.0,300,960,928,13.1,1,4
619,tomo_d662b0,222.0,894.0,385.0,500,924,956,19.7,6,3
625,tomo_d6c63f,173.0,636.0,698.0,300,960,928,13.1,1,2
626,tomo_d6e3c7,-1.0,-1.0,-1.0,300,928,928,16.8,0,0
627,tomo_d723cd,-1.0,-1.0,-1.0,800,928,960,16.1,0,2
628,tomo_d7475d,143.0,221.0,440.0,300,960,928,15.6,1,1
629,tomo_d83ff4,115.0,685.0,701.0,300,959,928,15.6,1,2
630,tomo_d84544,55.0,586.0,602.0,300,960,928,13.1,1,4
631,tomo_d8c917,-1.0,-1.0,-1.0,800,928,960,13.1,0,3
632,tomo_d916dc,163.0,524.0,365.0,300,960,928,16.8,1,1
633,tomo_d96d6e,-1.0,-1.0,-1.0,800,928,960,13.1,0,4
634,tomo_d9a2af,102.0,830.0,385.0,300,960,928,13.1,1,2
635,tomo_da38ea,134.0,299.0,278.0,300,959,928,15.6,1,4
636,tomo_da79d8,239.0,186.0,492.0,500,924,956,19.7,4,3
640,tomo_dae195,-1.0,-1.0,-1.0,800,928,960,16.1,0,1
641,tomo_db2a10,-1.0,-1.0,-1.0,300,928,928,16.8,0,1
642,tomo_db4517,178.0,774.0,687.0,300,960,928,13.1,1,0
643,tomo_db6051,-1.0,-1.0,-1.0,500,928,960,13.1,0,1
644,tomo_db656f,130.0,278.0,563.0,300,959,928,15.6,1,3
645,tomo_dbc66d,-1.0,-1.0,-1.0,300,960,928,16.8,0,2
646,tomo_dc9a96,-1.0,-1.0,-1.0,500,1024,1440,13.3,0,0
647,tomo_dcb9b4,153.0,493.0,359.0,300,960,928,15.6,1,1
648,tomo_dd36c9,-1.0,-1.0,-1.0,500,924,956,16.1,0,1
649,tomo_decb81,59.0,588.0,478.0,300,960,928,15.6,1,0
650,tomo_dee783,-1.0,-1.0,-1.0,300,960,928,15.6,0,0
651,tomo_df866a,-1.0,-1.0,-1.0,300,960,928,16.8,0,4
652,tomo_dfc627,97.0,353.0,766.0,300,960,928,13.1,1,0
653,tomo_dfdc32,-1.0,-1.0,-1.0,500,924,956,19.7,0,0
654,tomo_e0739f,-1.0,-1.0,-1.0,300,960,928,16.8,0,1
655,tomo_e1a034,-1.0,-1.0,-1.0,300,960,928,19.2,0,1
656,tomo_e1e5d3,21.0,564.0,452.0,300,960,928,13.1,1,4
657,tomo_e22370,253.0,741.0,255.0,500,924,956,19.7,3,3
660,tomo_e26c6b,133.0,174.0,317.0,300,928,928,15.6,1,2
661,tomo_e2a336,-1.0,-1.0,-1.0,800,928,928,19.3,0,2
662,tomo_e2ccab,119.0,353.0,80.0,300,928,928,15.6,1,0
663,tomo_e2da77,-1.0,-1.0,-1.0,800,928,960,13.1,0,0
664,tomo_e32b81,-1.0,-1.0,-1.0,300,960,928,15.6,0,2
665,tomo_e34af8,249.0,359.0,500.0,300,960,928,15.6,1,0
666,tomo_e3864f,-1.0,-1.0,-1.0,800,928,928,19.3,0,1
667,tomo_e50f04,-1.0,-1.0,-1.0,300,960,928,16.8,0,4
668,tomo_e51e5e,153.0,860.0,588.0,300,959,928,15.6,1,2
669,tomo_e55f81,-1.0,-1.0,-1.0,300,960,928,16.8,0,2
670,tomo_e57baf,108.0,394.0,143.0,300,959,928,15.6,1,0
671,tomo_e5a091,-1.0,-1.0,-1.0,500,960,928,16.8,0,4
672,tomo_e5ac94,161.0,481.0,342.0,300,960,928,13.1,1,0
673,tomo_e61cdf,149.0,278.0,377.0,300,959,928,15.6,1,2
674,tomo_e63ab4,157.0,415.0,265.0,300,960,928,13.1,1,4
675,tomo_e685b8,185.0,167.0,466.0,300,959,928,15.6,1,4
676,tomo_e6f7f7,180.0,548.0,267.0,300,960,928,13.1,2,3
677,tomo_e71210,189.0,521.0,453.0,300,960,928,15.6,1,1
678,tomo_e72e60,-1.0,-1.0,-1.0,300,960,928,13.1,0,3
679,tomo_e764a7,-1.0,-1.0,-1.0,500,960,928,16.8,0,4
680,tomo_e77217,-1.0,-1.0,-1.0,800,928,960,13.1,0,4
681,tomo_e7c195,-1.0,-1.0,-1.0,300,960,928,16.8,0,0
682,tomo_e81143,-1.0,-1.0,-1.0,300,960,928,15.6,0,0
683,tomo_e8db69,-1.0,-1.0,-1.0,300,960,928,16.8,0,3
684,tomo_e96200,-1.0,-1.0,-1.0,300,928,928,16.8,0,3
685,tomo_e9b7f2,-1.0,-1.0,-1.0,300,960,928,15.6,0,3
686,tomo_e9fa5f,-1.0,-1.0,-1.0,800,928,960,13.1,0,2
687,tomo_ea3f3a,197.0,405.0,500.0,300,960,928,16.8,1,3
688,tomo_eb26ee,-1.0,-1.0,-1.0,500,1024,1440,13.3,0,1
689,tomo_eb4fd4,70.0,782.0,30.0,300,959,928,15.6,1,4
690,tomo_ec1314,153.0,586.0,858.0,300,959,928,15.6,1,3
691,tomo_ec607b,432.0,159.0,202.0,500,928,960,13.1,2,0
693,tomo_ecbc12,-1.0,-1.0,-1.0,800,928,960,13.1,0,0
694,tomo_ed1c97,241.0,64.0,186.0,500,924,956,19.7,1,3
695,tomo_ede779,125.0,217.0,540.0,300,960,928,15.6,1,3
696,tomo_ef1a1a,-1.0,-1.0,-1.0,300,960,928,19.2,0,4
697,tomo_efe1f8,41.0,750.0,427.0,300,960,928,13.1,1,0
698,tomo_f07244,-1.0,-1.0,-1.0,800,928,960,13.1,0,4
699,tomo_f0adfc,175.0,550.0,671.0,300,960,928,13.1,1,3
700,tomo_f1bf2f,-1.0,-1.0,-1.0,800,928,960,13.1,0,0
701,tomo_f2fa4a,59.0,434.0,600.0,300,960,928,15.6,1,0
702,tomo_f36495,-1.0,-1.0,-1.0,800,928,960,13.1,0,2
703,tomo_f3e449,174.0,740.0,715.0,300,959,928,15.6,1,2
704,tomo_f427b3,166.0,272.0,654.0,300,959,928,15.6,1,3
705,tomo_f672c0,-1.0,-1.0,-1.0,800,928,928,13.1,0,3
706,tomo_f6a38a,227.0,234.0,871.0,500,924,956,19.7,4,0
710,tomo_f6de9b,-1.0,-1.0,-1.0,800,928,960,16.1,0,4
711,tomo_f71c16,-1.0,-1.0,-1.0,800,928,960,16.1,0,2
712,tomo_f76529,31.0,586.0,683.0,300,960,928,15.6,1,2
713,tomo_f78e91,95.0,469.0,387.0,300,960,928,13.1,1,0
714,tomo_f7f28b,-1.0,-1.0,-1.0,300,960,928,15.6,0,2
715,tomo_f82a15,-1.0,-1.0,-1.0,500,924,956,16.1,0,2
716,tomo_f871ad,157.0,642.0,115.0,300,960,928,13.1,1,1
717,tomo_f8b46e,123.0,728.0,352.0,300,928,928,13.1,1,2
718,tomo_f8b835,-1.0,-1.0,-1.0,800,928,960,13.1,0,1
719,tomo_f94504,-1.0,-1.0,-1.0,500,924,956,16.1,0,1
720,tomo_fa5d78,-1.0,-1.0,-1.0,800,928,960,13.1,0,3
721,tomo_fadbe2,97.0,463.0,425.0,300,928,928,13.1,1,1
722,tomo_fb08b5,106.0,671.0,559.0,300,959,928,15.6,1,4
723,tomo_fb6ce6,-1.0,-1.0,-1.0,800,928,928,13.2,0,2
724,tomo_fbb49b,-1.0,-1.0,-1.0,300,960,928,16.8,0,4
725,tomo_fc1665,-1.0,-1.0,-1.0,500,927,959,13.1,0,0
726,tomo_fc3c39,128.0,537.0,491.0,300,960,928,16.8,1,3
727,tomo_fc5ae4,24.0,513.0,313.0,300,960,928,13.1,1,3
728,tomo_fc90fd,-1.0,-1.0,-1.0,500,1912,1847,6.5,0,3
729,tomo_fd41c4,-1.0,-1.0,-1.0,300,928,928,16.8,0,1
730,tomo_fd5b38,184.0,520.0,627.0,300,960,928,16.8,1,0
731,tomo_fd9357,131.0,364.0,138.0,300,928,928,15.6,1,2
732,tomo_fe050c,138.0,134.0,542.0,300,959,928,15.6,1,2
733,tomo_fe85f6,-1.0,-1.0,-1.0,800,928,960,13.1,0,1
734,tomo_fea6e8,-1.0,-1.0,-1.0,300,960,928,16.8,0,4
735,tomo_ff505c,111.0,816.0,678.0,300,959,928,15.6,1,2
736,tomo_ff7c20,-1.0,-1.0,-1.0,800,928,960,13.1,0,1
